,rel_hum,sp_hum,abs_hum,u_wind,v_wind,temp
42,70.0,0.00205,2.26184706305,3.2,1.6,267.4
43,77.0,0.00185,2.0874821803,1.5,1.7,265.0
44,21.0,0.00143,1.51923646453,5.0,1.4,279.1
45,33.0,0.00154,1.65072983458,2.99999847412,-1.0,273.6
46,60.0,0.00193,2.09860195485,3.39999847412,-1.52587890625e-06,268.5
47,96.0,0.00202,2.31039686631,-0.3,-1.0,263.4
48,49.0,0.00252,2.60667727503,-2.4,-2.20000152588,274.5
49,74.0,0.00293,3.11221543531,-3.10000152588,-2.80000152588,271.1
50,84.0,0.00277,2.98043823979,-5.9,-1.8,268.7
51,89.0,0.00233,2.61613309071,-4.90000152588,-1.6,266.1
52,85.0,0.00286,3.10335688434,-1.90000152588,-1.2,269.1
53,95.0,0.00274,3.04750227152,-1.4,0.0,267.3
54,98.0,0.00217,2.50374716239,-2.9,1.0,264.2
55,98.0,0.0017,2.02750921948,-1.9,1.1,261.4
56,72.0,0.0022,2.42945730712,-1.2,-1.2,268.0
57,87.0,0.00184,2.12539166904,-1.4,-0.7,263.6
58,93.0,0.00161,1.93879239522,-3.2,-0.2,261.5
59,94.0,0.00156,1.88620459825,-4.1,0.1,261.0
60,63.0,0.00207,2.26752824675,-6.8,-1.1,268.9
61,76.0,0.00178,2.03011496291,-6.10000152588,0.3,264.8
62,94.0,0.00142,1.74659376824,-6.4,-0.2,260.0
63,100.0,0.00128,1.58989435039,-4.4,-0.2,258.0
64,83.0,0.00196,2.23356729826,-3.1,0.3,264.9
65,93.0,0.00141,1.72801298347,-1.52587890625e-06,1.7,260.0
66,91.0,0.00111,1.41302565211,1.2,0.9,257.7
67,98.0,0.00121,1.53376096475,1.49999847412,-0.9,257.8
68,84.0,0.0022,2.46915932156,6.0,-0.200001525879,266.1
69,95.0,0.00191,2.23542921239,1.7,-0.8,263.1
70,100.0,0.00185,2.19860680276,4.2,0.0,262.2
71,98.0,0.00186,2.20409140147,5.2,1.1,262.5
72,88.0,0.00192,2.23158479827,8.8,0.399998474121,264.1
73,97.0,0.00185,2.18160067288,4.2,1.4,262.5
74,98.0,0.00175,2.09021822457,4.0,0.7,261.8
75,99.0,0.00164,1.98653463008,1.6,0.6,261.0
76,74.0,0.00197,2.2234445227,4.9,-0.400001525879,266.4
77,93.0,0.00114,1.44408116094,1.4,-0.9,257.7
78,84.0,0.00095,1.22431424342,1.9,0.5,256.9
79,86.0,0.00091,1.18546913089,2.39999847412,0.6,256.2
80,65.0,0.00172,1.95302559426,3.79999847412,-0.1,266.4
81,76.0,0.0009,1.15248388798,0.0,-0.9,257.4
82,73.0,0.00087,1.10699110293,-1.1,1.6,257.4
83,93.0,0.00089,1.19262952002,0.0,0.6,255.3
84,62.0,0.00197,2.18415201087,1.3,0.3,268.6
85,76.0,0.00104,1.29656760884,0.1,-1.10000152588,258.9
86,78.0,0.00107,1.33068780908,1.6,1.6,258.9
87,88.0,0.00108,1.36644238885,2.1,1.1,257.7
88,66.0,0.00203,2.24308899963,4.09999847412,-0.6,268.1
89,79.0,0.00127,1.52555111354,2.3,-0.5,260.5
90,81.0,0.00127,1.5402789914,3.19999847412,1.1,260.3
91,88.0,0.00112,1.42126580034,2.29999847412,-0.2,258.2
92,59.0,0.00186,2.01965728491,4.7,-0.3,268.2
93,76.0,0.00114,1.39047271436,0.199998474121,-0.700001525879,259.8
94,77.0,0.00101,1.26326791294,0.2,1.5,258.4
95,87.0,0.00098,1.26803975212,1.3,0.8,256.9
96,62.0,0.00201,2.19984727222,1.7,-0.3,268.7
97,79.0,0.00122,1.49071404885,0.899998474121,-0.9,260.2
98,84.0,0.00106,1.33551125433,0.9,0.1,258.0
99,95.0,0.00113,1.44060485997,1.8,0.7,257.4
100,65.0,0.00181,2.01080078921,4.9,0.9,266.8
101,86.0,0.00133,1.62280263546,1.2,-2.3,260.2
102,99.0,0.00095,1.27984080965,0.5,0.4,255.4
103,98.0,0.00089,1.20700769459,-1.1,-1.3,254.8
104,73.0,0.00187,2.13016009189,-1.9,-0.7,266.0
105,83.0,0.0011,1.38319276914,-2.00000152588,-0.6,258.6
106,86.0,0.0011,1.38896430488,-4.6,-0.1,258.2
107,95.0,0.00084,1.15125011987,-1.4,0.6,254.6
108,60.0,0.00151,1.72532706789,1.9,-0.5,265.8
109,89.0,0.00116,1.47162179776,1.9,-1.20000152588,258.5
110,96.0,0.00105,1.37714600168,2.8,-1.00000152588,256.7
111,96.0,0.00078,1.09002586382,1.2,0.6,253.8
112,66.0,0.00152,1.74998470518,4.6,1.1,264.7
113,83.0,0.00087,1.15329274663,0.5,-0.1,256.3
114,79.0,0.00075,1.01309389335,1.3,1.6,255.3
115,88.0,0.00071,0.99105691054,2.09999847412,0.4,253.7
116,58.0,0.00136,1.57238917477,4.7,-0.5,265.0
117,82.0,0.00105,1.32436131396,1.7,0.0,258.2
118,78.0,0.00075,1.00835942578,1.1,0.9,255.4
119,90.0,0.00076,1.05578188029,0.6,0.899998474121,254.2
120,52.0,0.0016,1.75460805514,2.2,0.8,268.0
121,70.0,0.00103,1.27082231385,0.8,0.4,259.7
122,74.0,0.001,1.25263348896,-0.6,2.3,258.8
123,84.0,0.00088,1.15790008134,0.5,1.0,256.2
124,48.0,0.00188,2.00462338708,2.8,0.3,271.0
125,75.0,0.0011,1.35108590431,0.4,0.1,259.6
126,78.0,0.00125,1.50624033996,0.7,2.2,260.5
127,79.0,0.00117,1.43421375421,1.7,1.6,259.7
128,50.0,0.00212,2.27063572862,3.2,-0.4,272.2
129,73.0,0.0013,1.53348623138,0.3,-1.1,261.6
130,73.0,0.00116,1.39888293252,-1.8,0.4,260.4
131,74.0,0.00112,1.37497807287,2.09999847412,0.2,260.0
132,50.0,0.00202,2.1625567784,2.99999847412,-0.9,271.5
133,67.0,0.00137,1.61246447961,2.4,-0.800001525879,263.4
134,77.0,0.00125,1.50995429164,1.8,0.5,260.7
135,75.0,0.00141,1.67410375738,3.3,0.899998474121,262.4
136,54.0,0.00202,2.17728046582,7.8,0.6,270.5
137,75.0,0.00175,1.98861898316,1.9,-0.6,264.7
138,80.0,0.00131,1.56878367963,0.1,0.8,260.7
139,83.0,0.00118,1.44947020374,-1.00000152588,0.1,259.2
140,52.0,0.00235,2.51320530532,-0.3,1.2,273.1
141,64.0,0.00136,1.56350651516,0.3,1.39999847412,263.6
142,66.0,0.00149,1.68619706855,-4.10000152588,2.2,264.2
143,85.0,0.00134,1.60393283737,-1.0,0.3,260.2
144,52.0,0.00257,2.71023735654,3.1,-2.8,274.2
145,61.0,0.0018,1.98534997522,2.1,-2.60000152588,267.5
146,85.0,0.00159,1.86881578235,0.199998474121,-2.5,262.2
147,83.0,0.00122,1.4952017341,-1.40000152588,-1.9,259.6
148,51.0,0.00199,2.15999074299,-3.80000152588,-1.6,271.2
149,49.0,0.0014,1.56051887321,-5.50000152588,-1.7,267.2
150,50.0,0.00093,1.10765826972,-4.8,-0.2,262.3
151,84.0,0.00107,1.35666280942,1.9,0.1,258.2
152,56.0,0.00186,2.04456453557,3.3,-1.5,269.1
153,71.0,0.00154,1.7738349577,3.7,-1.4,263.9
154,88.0,0.00145,1.7523356133,5.5,1.29999847412,260.9
155,92.0,0.00126,1.56952921071,3.1,2.1,258.9
156,54.0,0.00189,2.08690605529,4.2,-1.0,269.9
157,71.0,0.00154,1.78711525029,0.9,-1.6,264.0
158,77.0,0.00115,1.40876840797,-0.3,-0.6,259.8
159,66.0,0.00098,1.20751577826,2.5,0.5,259.8
160,27.0,0.00114,1.24328172144,6.2,-0.3,272.4
161,42.0,0.00116,1.30877019885,4.99999847412,0.499998474121,266.9
162,56.0,0.00112,1.31772669362,4.8,0.6,263.1
163,80.0,0.00137,1.64252584936,3.4,1.1,261.3
164,32.0,0.00154,1.65648142389,8.4,0.4,274.1
165,41.0,0.00134,1.47569298598,2.5,-1.3,268.9
166,72.0,0.00141,1.64396348532,0.4,0.2,262.7
167,67.0,0.00127,1.48426208142,-1.6,0.8,262.3
168,15.0,0.00104,1.09230404467,-7.00000152588,-0.3,279.2
169,21.0,0.00107,1.1557735703,-6.6,0.3,275.0
170,39.0,0.00126,1.38377489704,-3.2,1.4,268.7
171,65.0,0.0015,1.7234697854,1.8,1.29999847412,264.7
172,28.0,0.0014,1.47941258477,1.5,0.499998474121,274.4
173,39.0,0.0013,1.4137688749,1.1,0.6,269.0
174,58.0,0.0014,1.58404801561,-1.6,2.1,265.1
175,78.0,0.00141,1.68910635436,-0.9,1.5,262.0
176,24.0,0.00151,1.6042743159,4.1,1.5,277.9
177,25.0,0.0011,1.19996771745,4.89999847412,0.9,273.0
178,38.0,0.00109,1.21900090861,2.4,3.1,267.3
179,75.0,0.00145,1.71246196387,1.9,0.499998474121,262.7
180,22.0,0.00128,1.38519461372,5.4,0.5,277.0
181,31.0,0.00123,1.31293554966,2.6,-0.2,271.2
182,38.0,0.0011,1.22785983423,2.6,2.1,267.4
183,59.0,0.00139,1.57601030016,2.1,0.9,264.8
184,17.0,0.00136,1.40067035809,4.2,-0.2,281.1
185,57.0,0.0027,2.87089191709,0.1,-1.2,273.7
186,42.0,0.00137,1.51168549783,0.7,1.4,268.9
187,63.0,0.0017,1.89293249905,1.2,1.09999847412,266.4
188,14.0,0.00123,1.278019658,-0.5,-0.1,282.7
189,26.0,0.00161,1.67010136208,-2.9,0.9,277.3
190,27.0,0.00114,1.21765211409,-6.0,2.2,272.1
191,30.0,0.0011,1.17592076467,-8.30000152588,1.2,270.1
192,12.0,0.0011,1.10243791706,-4.9,2.2,282.8
193,71.0,0.00374,3.98785611035,-0.5,0.499998474121,275.3
194,31.0,0.00121,1.32216177222,4.1,0.7,271.3
195,73.0,0.00201,2.25828396327,3.0,1.49999847412,266.8
196,37.0,0.00224,2.37668270758,8.9,1.1,277.3
197,57.0,0.00239,2.57059890752,3.29999847412,-0.600001525879,272.1
198,84.0,0.00223,2.52390999874,1.89999847412,0.299998474121,266.4
199,74.0,0.00156,1.80780440815,-0.6,1.4,263.6
200,20.0,0.00156,1.63724985339,-2.00000152588,0.8,281.0
201,28.0,0.00158,1.67104998628,-3.7,-0.3,276.2
202,50.0,0.00169,1.82550404961,-2.9,1.3,269.1
203,88.0,0.00221,2.49357568072,2.3,3.3,265.6
204,42.0,0.00248,2.59199594876,4.9,1.3,276.7
205,67.0,0.00255,2.75908959194,1.2,-0.2,270.8
206,51.0,0.00166,1.82254395349,-4.40000152588,2.4,268.8
207,53.0,0.00156,1.71254134774,-7.9,-0.3,267.4
208,28.0,0.00173,1.83479372308,-7.6,-0.1,277.6
209,29.0,0.00149,1.58527264149,-2.9,1.6,274.9
210,33.0,0.00112,1.19626597107,-2.2,1.9,269.0
211,47.0,0.00119,1.34161925109,-1.90000152588,-1.4,265.7
212,21.0,0.00142,1.45089488335,1.29999847412,-3.4,278.4
213,44.0,0.00182,1.97056867996,3.9,-2.7,272.0
214,81.0,0.00195,2.21220498732,2.9,-1.6,265.1
215,95.0,0.00169,2.02623195239,5.2,-0.100001525879,261.8
216,60.0,0.00167,1.88330663503,5.5,-1.1,267.0
217,69.0,0.00132,1.56362330612,0.1,-1.7,262.6
218,86.0,0.00138,1.6864424556,-4.6,-0.3,260.7
219,88.0,0.00124,1.53678768589,-4.5,0.1,259.2
220,29.0,0.00121,1.2987839027,-3.7,0.7,272.0
221,28.0,0.00091,0.993479413262,-3.0,0.6,268.7
222,39.0,0.00082,0.952761782673,-5.0,1.7,263.6
223,64.0,0.0009,1.11766377156,-0.7,0.9,259.2
224,17.0,0.00087,0.910536851086,6.5,0.7,274.6
225,19.0,0.00065,0.688759195464,3.1,0.6,269.0
226,34.0,0.0007,0.818265556818,2.3,1.29999847412,263.4
227,52.0,0.00095,1.10909538447,2.2,1.8,261.8
228,26.0,0.00151,1.5938685742,8.3,0.7,276.6
229,30.0,0.0013,1.37187378437,4.9,1.6,272.3
230,45.0,0.0013,1.4227717874,3.7,2.6,267.1
231,67.0,0.0014,1.61246447961,1.4,1.9,263.4
232,18.0,0.00129,1.3107648536,7.0,1.99999847412,279.2
233,20.0,0.001,1.04239898328,3.8,-1.0,274.2
234,31.0,0.0011,1.18117059412,1.3,2.7,269.7
235,80.0,0.00162,1.88246670517,0.3,0.6,263.1
236,20.0,0.00132,1.34577358322,-0.5,1.2,278.0
237,26.0,0.0012,1.25660265266,-4.6,0.5,273.1
238,51.0,0.0013,1.45579961289,-8.7,0.599998474121,265.7
239,78.0,0.0014,1.6636430767,-8.10000152588,-0.400001525879,261.8
240,37.0,0.00155,1.64557428841,-6.80000152588,-0.8,271.9
241,34.0,0.00118,1.28631337332,-4.7,0.2,269.6
242,53.0,0.00091,1.0881733752,-3.1,-0.8,261.3
243,84.0,0.00085,1.13042868771,0.4,-0.7,255.9
244,29.0,0.00106,1.15290083218,3.4,-2.10000152588,270.3
245,29.0,0.00081,0.910264873596,4.39999847412,-0.4,267.0
246,65.0,0.00096,1.18922008465,1.8,0.4,259.8
247,80.0,0.00081,1.0765987502,1.0,0.1,255.9
248,23.0,0.00106,1.14263482005,4.5,-0.2,273.5
249,28.0,0.00095,1.02959672587,4.29999847412,-0.6,269.2
250,46.0,0.00112,1.27498880751,4.09999847412,1.5,265.3
251,67.0,0.00135,1.58845287416,3.8,0.6,263.2
252,23.0,0.00134,1.39119491748,9.49999847412,0.0,276.4
253,18.0,0.0009,0.944585735287,7.6,-0.4,274.3
254,27.0,0.0009,0.992825414228,5.6,2.1,269.2
255,39.0,0.00102,1.1463953993,3.3,0.899998474121,266.1
256,13.0,0.00099,1.0437785286,10.8999984741,0.0,280.7
257,16.0,0.00091,0.948491341414,4.2,0.1,276.1
258,21.0,0.00075,0.823144535269,2.8,1.69999847412,270.1
259,61.0,0.00147,1.66598153366,1.1,0.6,265.1
260,7.0,0.00074,0.707055451415,5.0,1.29999847412,284.3
261,27.0,0.00149,1.58985197462,0.6,-1.4,276.0
262,53.0,0.00201,2.152067514,1.69999847412,1.1,270.6
263,62.0,0.00185,2.03253604441,1.6,0.0,267.6
264,11.0,0.00093,0.991445006447,5.2,-1.6,282.5
265,38.0,0.00196,2.06319173725,1.7,0.5,274.8
266,54.0,0.00186,2.04296829879,-2.1,-1.2,269.6
267,76.0,0.00209,2.33403908838,-2.4,1.89999847412,266.7
268,22.0,0.00186,1.90828703097,-0.2,0.4,281.9
269,29.0,0.0018,1.91297368185,-2.90000152588,-0.2,277.7
270,36.0,0.00158,1.68084006231,-6.6,1.9,272.6
271,39.0,0.00152,1.628756502,-6.7,0.4,271.0
272,16.0,0.00153,1.59592813126,-3.0,1.7,284.1
273,25.0,0.00155,1.64911524297,3.0,1.6,277.7
274,46.0,0.00192,2.04584911532,2.0,0.2,271.9
275,60.0,0.00182,2.01001607753,2.5,-0.4,267.9
276,20.0,0.00172,1.73480639179,7.9,0.1,281.9
277,28.0,0.00166,1.73958841051,4.1,-0.3,276.8
278,58.0,0.00183,2.01414988203,1.1,1.3,268.4
279,63.0,0.0015,1.7079399657,-0.6,1.3,265.0
280,15.0,0.00147,1.45892791301,-1.6,-1.0,283.7
281,20.0,0.00136,1.40937875877,-3.6,-1.5,278.7
282,31.0,0.00128,1.35963860899,-4.9,0.7,271.7
283,44.0,0.0013,1.43205571983,1.3,2.7,267.5
284,19.0,0.00177,1.79043112938,10.9,1.5,283.2
285,26.0,0.00172,1.77279056845,4.2,-0.4,278.2
286,45.0,0.00177,1.93274258284,4.6,1.7,271.4
287,74.0,0.00212,2.35670197179,2.4,-0.4,267.2
288,33.0,0.00215,2.29505617342,10.2,0.2,278.5
289,39.0,0.00195,2.06061038592,3.49999847412,-1.4,274.4
290,78.0,0.00195,2.19401786163,0.0999984741211,-0.2,265.5
291,75.0,0.00154,1.79151372614,0.0,0.8,263.3
292,23.0,0.00168,1.7532260542,7.3,-1.0,279.9
293,77.0,0.00325,3.49677902207,5.4,-3.2,272.2
294,85.0,0.00238,2.66801773295,6.7,1.0,267.0
295,93.0,0.00222,2.53993905951,4.8,-0.8,265.1
296,18.0,0.00088,0.938159084956,9.4,-2.00000152588,274.2
297,45.0,0.00141,1.55152432397,0.399998474121,-1.1,268.3
298,33.0,0.00082,0.928238326074,-3.5,1.59999847412,265.5
299,66.0,0.00121,1.42924383831,-1.20000152588,0.399998474121,262.0
300,14.0,0.00112,1.19121713402,4.2,0.5,281.6
301,15.0,0.00088,0.925712838842,3.7,-0.2,276.7
302,17.0,0.00073,0.782807009793,3.4,2.09999847412,272.4
303,29.0,0.00104,1.12870977426,2.9,1.7,270.0
304,12.0,0.00139,1.451290384,8.3,1.7,287.2
305,11.0,0.00103,1.03001200875,6.7,1.59999847412,283.1
306,16.0,0.00105,1.0695162106,5.3,1.3,277.9
307,87.0,0.00329,3.55759141406,2.5,-5.7,270.7
308,95.0,0.0029,3.2055339469,7.3,-2.70000152588,268.0
309,89.0,0.00228,2.57807874127,3.8,-0.1,265.9
310,88.0,0.00166,1.964281742,4.4,-0.2,262.4
311,94.0,0.0015,1.82921903634,1.9,0.1,260.6
312,23.0,0.00138,1.42894762292,8.39999847412,-1.3,276.8
313,25.0,0.00114,1.21662621863,3.4,-3.9,273.2
314,59.0,0.00164,1.82518840867,2.9,-2.00000152588,266.8
315,81.0,0.00167,1.93483482423,3.2,-0.7,263.3
316,22.0,0.00105,1.13883097893,5.89999847412,-2.2,274.1
317,37.0,0.00124,1.35087299671,1.0,-2.0,269.1
318,45.0,0.00093,1.06687133339,-2.2,-0.6,263.2
319,51.0,0.0009,1.06320873286,-1.8,0.8,261.5
320,10.0,0.0008,0.797725994109,2.89999847412,-1.60000152588,280.6
321,14.0,0.00075,0.786337824576,0.1,-3.4,275.3
322,20.0,0.00075,0.806400172526,-5.5,0.2,270.5
323,49.0,0.00161,1.75107164159,-6.10000152588,1.4,268.8
324,19.0,0.0016,1.66930358867,-0.2,0.8,282.1
325,35.0,0.00206,2.14559231143,1.1,0.0,276.6
326,56.0,0.00198,2.11863379134,-0.2,0.6,269.6
327,40.0,0.00137,1.47085246552,1.5,1.8,269.2
328,12.0,0.0014,1.35612672467,5.8,-0.500001525879,286.1
329,23.0,0.00184,1.85866789901,2.2,-2.2,280.8
330,56.0,0.00259,2.72524272973,0.9,-1.9,273.2
331,76.0,0.0027,2.91638561633,0.2,0.399998474121,269.8
332,17.0,0.00202,2.00604881824,0.9,-1.3,286.8
333,18.0,0.0016,1.63273744878,-3.3,-2.2,282.6
334,31.0,0.00176,1.83770197399,-8.5,1.0,276.1
335,41.0,0.00191,2.00905131324,-6.50000152588,0.3,273.3
336,18.0,0.00196,1.99670238339,1.4,1.4,285.8
337,19.0,0.0017,1.74552670201,6.1,-1.5,282.8
338,36.0,0.00189,2.00836916121,3.5,1.6,275.2
339,64.0,0.00275,2.94703815451,3.8,0.999998474121,272.4
340,40.0,0.00354,3.67479305687,10.8,-0.2,282.8
341,36.0,0.00296,3.0631297732,6.2,0.8,281.6
342,47.0,0.00268,2.80497676268,5.1,2.79999847412,276.2
343,30.0,0.00186,1.91425308353,4.69999847412,5.2,277.2
344,43.0,0.0036,3.72983374235,14.2999984741,-0.9,281.9
345,34.0,0.00255,2.62567910338,6.9,-1.60000152588,280.1
346,66.0,0.003,3.16791477407,2.99999847412,-0.500001525879,273.0
347,81.0,0.00294,3.19750852674,1.7,0.4,270.2
348,17.0,0.00171,1.749769828,4.8,0.0,284.6
349,23.0,0.00163,1.6858695689,2.4,0.5,279.3
350,31.0,0.00157,1.63792107599,-1.6,3.4,274.4
351,27.0,0.00106,1.15156025322,0.8,1.99999847412,271.3
352,7.0,0.00103,1.07801159817,9.4,1.4,291.2
353,11.0,0.00117,1.16090308919,4.4,0.2,285.0
354,22.0,0.00132,1.3668194654,2.7,2.5,276.8
355,36.0,0.0016,1.68084006231,0.3,1.5,272.6
356,6.0,0.00094,0.992018189869,4.0,1.3,292.4
357,22.0,0.00236,2.41027834605,2.19999847412,-0.9,285.6
358,39.0,0.00206,2.19051251132,1.2,1.09999847412,275.3
359,57.0,0.00266,2.83174716274,1.2,1.79999847412,273.5
360,21.0,0.00288,2.92110529185,-0.4,-1.6,289.5
361,20.0,0.00236,2.36005743323,-3.9,-1.9,286.8
362,27.0,0.00186,1.94053415684,-7.6,-1.1,279.0
363,35.0,0.00204,2.11703574399,-5.8,0.299998474121,276.4
364,15.0,0.00209,2.13733293003,-2.8,0.6,289.9
365,31.0,0.0029,2.97725162298,3.1,-1.20000152588,283.5
366,29.0,0.00224,2.31340538291,6.4,2.2,280.6
367,54.0,0.00302,3.17970394923,7.29999847412,1.9,276.0
368,34.0,0.00312,3.16352930957,7.4,1.8,283.0
369,37.0,0.00292,3.0094167795,6.1,1.29999847412,280.9
370,54.0,0.00298,3.1583756447,4.3,2.8,275.9
371,70.0,0.00312,3.31382709566,2.4,1.8,272.8
372,20.0,0.0025,2.50934175028,7.0,2.09999847412,287.8
373,14.0,0.00138,1.40524980251,4.4,1.7,284.2
374,61.0,0.00273,2.88776361193,0.8,0.2,272.8
375,90.0,0.00356,3.78512688078,0.0999984741211,-1.70000152588,271.1
376,53.0,0.00351,3.68599930882,6.5,-3.3,278.5
377,35.0,0.00192,2.03335269911,1.6,-2.7,275.8
378,48.0,0.00151,1.64311389496,-3.5,-3.7,268.200024414
379,42.0,0.00115,1.27119820346,-6.1,-2.2,266.5
380,14.0,0.00094,1.00620289614,-0.600001525879,-3.0,279.0
381,33.0,0.00174,1.8535105865,1.3,-3.2,275.3
382,46.0,0.00137,1.50801061359,-1.3,-1.5,267.6
383,35.0,0.00097,1.06708416376,-4.2,-2.1,266.6
384,10.0,0.00073,0.752398831092,-1.5,-2.70000152588,279.7
385,7.0,0.00042,0.446659052823,-5.50000152588,-3.4,277.2
386,15.0,0.00042,0.48468151351,-9.20000152588,-0.7,267.4
387,33.0,0.00077,0.881497286528,-9.40000152588,-1.1,264.8
388,7.0,0.00052,0.569349120447,-8.3,0.4,280.9
389,8.0,0.00051,0.556377254161,-7.5,0.199998474121,278.5
390,35.0,0.0012,1.31477125962,-7.7,0.3,269.5
391,37.0,0.00112,1.25748928767,-2.8,0.9,268.1
392,9.0,0.0009,0.943911472201,6.0,-0.3,284.9
393,16.0,0.00131,1.35267130611,5.09999847412,-1.8,281.5
394,31.0,0.00142,1.51903879782,2.8,1.3,273.3
395,28.0,0.00134,1.42972441758,3.9,2.3,273.9
396,13.0,0.0015,1.5246159133,10.1,-1.0,286.7
397,14.0,0.00121,1.278019658,4.4,-2.20000152588,282.7
398,34.0,0.00142,1.53333969922,1.5,0.4,272.1
399,33.0,0.0016,1.70824646839,3.5,0.999998474121,274.1
400,11.0,0.0016,1.55798568014,7.8,-0.9,289.8
401,15.0,0.00161,1.64337159958,4.1,-0.3,285.6
402,23.0,0.00156,1.59958460571,3.0,2.8,278.5
403,19.0,0.00122,1.27848490406,4.0,2.99999847412,278.0
404,6.0,0.001,1.0458316071,12.3,2.4,293.3
405,4.0,0.0006,0.566540247323,8.2,1.9,289.8
406,4.0,0.00033,0.342539931208,5.4,4.1,281.7
407,3.0,0.00021,0.23777239175,5.1,0.9,280.5
408,36.0,0.00414,4.17025096549,10.0,-3.70000152588,286.5
409,46.0,0.00319,3.28446358026,1.9,-2.5,278.9
410,55.0,0.00241,2.53261091404,2.8,-1.1,272.4
411,62.0,0.00215,2.32902337418,2.2,-1.1,269.5
412,21.0,0.00151,1.58003754529,10.2,-1.1,279.7
413,29.0,0.00166,1.73073034293,5.1,-2.90000152588,276.2
414,93.0,0.00321,3.46877992672,3.9,-1.0,269.4
415,86.0,0.00262,2.88102304446,0.6,-1.5,267.9
416,18.0,0.00115,1.19526139548,4.6,-1.5,277.8
417,21.0,0.00105,1.12478081605,1.29999847412,-2.7,274.6
418,23.0,0.00071,0.787324026321,-5.0,-1.8,268.2
419,27.0,0.00081,0.91104649017,-5.8,-0.7,268.0
420,9.0,0.0008,0.842737098067,-4.8,-1.52587890625e-06,283.1
421,8.0,0.00064,0.650684709082,-3.9,-1.52587890625e-06,280.9
422,18.0,0.00076,0.817428862303,-4.4,1.8,272.2
423,17.0,0.00084,0.880005756442,-1.6,1.0,274.1
424,5.0,0.00063,0.678909160682,5.4,-0.9,289.1
425,8.0,0.0008,0.813154650937,3.29999847412,-2.3,284.4
426,49.0,0.00251,2.64240644909,0.399998474121,-1.0,274.7
427,20.0,0.00134,1.40013666928,2.39999847412,1.89999847412,278.600024414
428,10.0,0.0015,1.48591553778,8.0,-1.0,290.6
429,12.0,0.00145,1.43356817093,5.4,-0.3,287.0
430,16.0,0.0011,1.15751534958,3.3,4.0,279.100024414
431,19.0,0.00129,1.30408277302,3.09999847412,3.4,278.3
432,10.0,0.00169,1.7227658019,10.3,1.59999847412,293.1
433,10.0,0.00148,1.46825215011,6.1,1.3,290.4
434,30.0,0.00261,2.66965177105,1.8,-0.5,282.3
435,76.0,0.00589,6.02356725768,0.1,-0.600001525879,280.5
436,27.0,0.00379,3.82414666943,6.2,-4.1,289.8
437,36.0,0.0041,4.068380174,0.799998474121,-1.9,286.1
